issue_id,severity,family,title,evidence,likely_root_cause,fix_direction,acceptance_test,status,source
SPEC-COMPLETE-024-perf_receipts,S2,broad_spec_completion,Complete spec item: Performance telemetry,"Broad spec/document matrix marks this as missing, partial, deferred, or unproven in current snapshot.",Previous pass scoped these as later/non-goals; user explicitly asked to ignore wait/defer language.,Import/retrieval/generation timing and throughput receipts; add command/API/UI/tests/receipts; unsupported states must be explicit and not public claims.,Fixture and validation receipt for Performance telemetry; broad_spec gate passes.,open_superpass,generated_broad_spec_expansion
SPEC-COMPLETE-025-public_claims,S2,broad_spec_completion,Complete spec item: Public claim diff,"Broad spec/document matrix marks this as missing, partial, deferred, or unproven in current snapshot.",Previous pass scoped these as later/non-goals; user explicitly asked to ignore wait/defer language.,README/site claims backed by proof packet; add command/API/UI/tests/receipts; unsupported states must be explicit and not public claims.,Fixture and validation receipt for Public claim diff; broad_spec gate passes.,open_superpass,generated_broad_spec_expansion
SPEC-COMPLETE-026-a11y,S2,broad_spec_completion,Complete spec item: Accessibility hardening,"Broad spec/document matrix marks this as missing, partial, deferred, or unproven in current snapshot.",Previous pass scoped these as later/non-goals; user explicitly asked to ignore wait/defer language.,"Keyboard, focus, ARIA, contrast, reduced motion gates; add command/API/UI/tests/receipts; unsupported states must be explicit and not public claims.",Fixture and validation receipt for Accessibility hardening; broad_spec gate passes.,open_superpass,generated_broad_spec_expansion
SPEC-COMPLETE-027-egress,S2,broad_spec_completion,Complete spec item: Security egress policy,"Broad spec/document matrix marks this as missing, partial, deferred, or unproven in current snapshot.",Previous pass scoped these as later/non-goals; user explicitly asked to ignore wait/defer language.,NetworkScopePolicy and secret/API-key handling; add command/API/UI/tests/receipts; unsupported states must be explicit and not public claims.,Fixture and validation receipt for Security egress policy; broad_spec gate passes.,open_superpass,generated_broad_spec_expansion
SPEC-COMPLETE-028-fixtures,S2,broad_spec_completion,Complete spec item: Test fixture corpus,"Broad spec/document matrix marks this as missing, partial, deferred, or unproven in current snapshot.",Previous pass scoped these as later/non-goals; user explicitly asked to ignore wait/defer language.,Golden fixture corpus for every supported format and failure mode; add command/API/UI/tests/receipts; unsupported states must be explicit and not public claims.,Fixture and validation receipt for Test fixture corpus; broad_spec gate passes.,open_superpass,generated_broad_spec_expansion
SPEC-COMPLETE-029-subtraction,S2,broad_spec_completion,Complete spec item: Subtractive compaction/history budgets,"Broad spec/document matrix marks this as missing, partial, deferred, or unproven in current snapshot.",Previous pass scoped these as later/non-goals; user explicitly asked to ignore wait/defer language.,Summary/compaction/removal governed by historical-loss budgets; add command/API/UI/tests/receipts; unsupported states must be explicit and not public claims.,Fixture and validation receipt for Subtractive compaction/history budgets; broad_spec gate passes.,open_superpass,generated_broad_spec_expansion
SPEC-F001,S2,broad_spec_feature,Finish broad-spec feature: feature 1,feature_name=Text file ingestion; category=ingestion; current_status=implemented_unproven; evidence=source extract handles text-like paths; live receipt incomplete; missing_work=receipt/live fixture; rc_required=yes; broad_required=yes; owner_module=src-tauri/src/ingestion; dependencies=builtin; tests=fixture import; receipts=IngestionReceiptV1; phase=P000-P020; claim_boundary=claim only after live fixture,Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Promote feature to active scope; implement or explicitly hard-block with user-visible unsupported state only when external dependency/license prevents safe implementation; add fixture and receipts.,Feature-specific unit/integration/UI tests plus broad_spec gate; receipt in docs/codex-runs/<RUN_ID>/FEATURE_RECEIPTS/,open_superpass,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F002,S2,broad_spec_feature,Finish broad-spec feature: feature 2,feature_name=Markdown/code ingestion; category=ingestion; current_status=implemented_unproven; evidence=text extraction covers markdown/code; package scripts present; missing_work=source span/citation proof; rc_required=yes; broad_required=yes; owner_module=src-tauri/src/ingestion; dependencies=builtin; tests=md/code fixture; receipts=IngestionReceiptV1; phase=P000-P020; claim_boundary=safe after fixture,Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Promote feature to active scope; implement or explicitly hard-block with user-visible unsupported state only when external dependency/license prevents safe implementation; add fixture and receipts.,Feature-specific unit/integration/UI tests plus broad_spec gate; receipt in docs/codex-runs/<RUN_ID>/FEATURE_RECEIPTS/,open_superpass,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F003,S2,broad_spec_feature,Finish broad-spec feature: feature 3,feature_name=Paste ingestion; category=ingestion; current_status=partial; evidence=UI/source command likely supports paste/add source; missing_work=receipt and source lifecycle proof; rc_required=yes; broad_required=yes; owner_module=sources commands/frontend; dependencies=builtin; tests=paste fixture; receipts=IngestionReceiptV1; phase=P000-P020; claim_boundary=safe after fixture,Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Promote feature to active scope; implement or explicitly hard-block with user-visible unsupported state only when external dependency/license prevents safe implementation; add fixture and receipts.,Feature-specific unit/integration/UI tests plus broad_spec gate; receipt in docs/codex-runs/<RUN_ID>/FEATURE_RECEIPTS/,open_superpass,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F004,S2,broad_spec_feature,Finish broad-spec feature: feature 4,feature_name=Folder import; category=ingestion; current_status=partial; evidence=folder import exists; missing_work=terminal counts must match ingestion failures; rc_required=yes; broad_required=yes; owner_module=sources commands; dependencies=std fs; tests=failing file fixture; receipts=ImportBatchReceiptV1; phase=P030-P036; claim_boundary=do not claim reliable until counts fixed,Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Promote feature to active scope; implement or explicitly hard-block with user-visible unsupported state only when external dependency/license prevents safe implementation; add fixture and receipts.,Feature-specific unit/integration/UI tests plus broad_spec gate; receipt in docs/codex-runs/<RUN_ID>/FEATURE_RECEIPTS/,open_superpass,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F005,S2,broad_spec_feature,Finish broad-spec feature: feature 5,feature_name=PDF ingestion; category=ingestion; current_status=degraded; evidence=bounded pure-Rust PDF text extraction fixture and DocumentExtractorReceiptV1; missing_work=OCR forms layout page spans citation anchors; rc_required=no; broad_required=yes; owner_module=ingestion/extract; dependencies=pdf-extract; tests=pdf fixture; receipts=DocumentExtractorReceiptV1; phase=P076-P080; claim_boundary=degraded embedded text extraction only,Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Keep OCR/page-span/layout fidelity as follow-up; unsupported states explicit.,cargo test --manifest-path src-tauri/Cargo.toml extract -- --nocapture && python3 validation/gloss_document_extractors_gate.py --repo .,partial_p7_pdf_document_extractors_verified,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F006,S2,broad_spec_feature,Finish broad-spec feature: feature 6,feature_name=DOC/DOCX ingestion; category=ingestion; current_status=degraded; evidence=bounded DOCX OOXML text fixture and legacy .doc antiword receipt gate; missing_work=layout/rendering fidelity and richer metadata; rc_required=no; broad_required=yes; owner_module=ingestion/extract; dependencies=zip+quick-xml+antiword; tests=docx fixture + legacy_office gate; receipts=DocumentExtractorReceiptV1; LegacyOfficeExtractorReceiptV1; phase=P081-P083; claim_boundary=degraded text extraction only,Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Keep layout/richer metadata as follow-up; unsupported states explicit.,cargo test --manifest-path src-tauri/Cargo.toml extract -- --nocapture && python3 validation/gloss_legacy_office_extractors_gate.py --repo .,partial_p7_legacy_office_extractors_verified,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F007,S2,broad_spec_feature,Finish broad-spec feature: feature 7,feature_name=XLS/XLSX/CSV ingestion; category=ingestion; current_status=degraded; evidence=CSV text path plus XLSX shared-string/worksheet fixture and legacy .xls xls2csv receipt gate; missing_work=formulas charts ranges table semantics; rc_required=no; broad_required=yes; owner_module=ingestion/extract; dependencies=zip+quick-xml/csv+xls2csv; tests=xlsx/csv fixtures + legacy_office gate; receipts=DocumentExtractorReceiptV1; LegacyOfficeExtractorReceiptV1; phase=P084-P086; claim_boundary=degraded cell/text extraction only,Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Keep richer table semantics as follow-up; unsupported states explicit.,cargo test --manifest-path src-tauri/Cargo.toml extract -- --nocapture && python3 validation/gloss_legacy_office_extractors_gate.py --repo .,partial_p7_legacy_office_extractors_verified,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F008,S2,broad_spec_feature,Finish broad-spec feature: feature 8,feature_name=PPT/PPTX ingestion; category=ingestion; current_status=degraded; evidence=bounded PPTX slide text fixture and legacy .ppt catppt receipt gate; missing_work=speaker notes layout media extraction; rc_required=no; broad_required=yes; owner_module=ingestion/extract; dependencies=zip+quick-xml+catppt; tests=pptx fixture + legacy_office gate; receipts=DocumentExtractorReceiptV1; LegacyOfficeExtractorReceiptV1; phase=P087-P088; claim_boundary=degraded slide text extraction only,Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Keep notes/layout/media as follow-up; unsupported states explicit.,cargo test --manifest-path src-tauri/Cargo.toml extract -- --nocapture && python3 validation/gloss_legacy_office_extractors_gate.py --repo .,partial_p7_legacy_office_extractors_verified,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F009,S2,broad_spec_feature,Finish broad-spec feature: feature 9,feature_name=EPUB ingestion; category=ingestion; current_status=degraded; evidence=bounded EPUB spine XHTML fixture and DocumentExtractorReceiptV1; missing_work=DRM handling readability navigation fidelity; rc_required=no; broad_required=yes; owner_module=ingestion/extract; dependencies=zip+quick-xml; tests=epub fixture; receipts=DocumentExtractorReceiptV1; phase=P089-P090; claim_boundary=degraded spine text extraction only,Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Keep richer EPUB handling as follow-up; unsupported states explicit.,cargo test --manifest-path src-tauri/Cargo.toml extract -- --nocapture && python3 validation/gloss_document_extractors_gate.py --repo .,partial_p7_document_extractors_verified,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F010,S2,broad_spec_feature,Finish broad-spec feature: feature 10,feature_name=HTML/URL import; category=ingestion; current_status=degraded; evidence=HTML files import as source text and URL import supports one-shot user-consented HTTP(S) text fetch with public-host DNS redirect content-type byte and timeout limits; missing_work=crawling/authenticated fetch/robots cache/high-fidelity readability extraction; rc_required=no; broad_required=yes; owner_module=ingestion/web; dependencies=reqwest+regex; tests=url boundary tests + URL import gate; receipts=UrlImportReceiptV1; phase=P091-P093; claim_boundary=claim degraded one-shot URL text fetch only,Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Add richer readability/crawling/authenticated fetch only after strict receipts and explicit UX boundaries.,cargo test --manifest-path src-tauri/Cargo.toml url_import -- --nocapture && python3 validation/gloss_url_import_gate.py --repo .,partial_p7_url_import_verified,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F011,S2,broad_spec_feature,Finish broad-spec feature: feature 11,feature_name=YouTube transcript import; category=ingestion; current_status=partial; evidence=public YouTube caption tracks import as timestamped transcript text with per-import consent strict video-id parsing bounded watch/transcript fetches and YouTubeTranscriptReceiptV1 metadata; missing_work=video download authenticated transcript access generated transcription and private/cookie-only captions; rc_required=no; broad_required=yes; owner_module=ingestion/web; dependencies=reqwest+serde_json; tests=youtube_transcript + YouTube transcript gate + npm contract; receipts=YouTubeTranscriptReceiptV1; phase=P094-P095; claim_boundary=claim public caption-track transcript import only,Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Add broader support only with explicit capability receipts.,cargo test --manifest-path src-tauri/Cargo.toml youtube_transcript -- --nocapture && python3 validation/gloss_youtube_transcript_gate.py --repo .,partial_p7_youtube_transcript_verified,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F012,S2,broad_spec_feature,Finish broad-spec feature: feature 12,feature_name=Audio metadata/transcription; category=ingestion; current_status=partial; evidence=ffprobe metadata extraction with ToolInvocationReceiptV1 plus optional cached Whisper CLI transcription with timestamped segments AudioProcessingMetadataV1 and no hidden model download; missing_work=diarization speaker labels automatic model download GPU scheduling live long-audio benchmark; rc_required=no; broad_required=yes; owner_module=ingestion/audio; dependencies=ffprobe + cached whisper CLI; tests=audio_metadata + whisper_transcript + audio transcription gate; receipts=AudioMetadataReceiptV1; AudioTranscriptionReceiptV1; phase=P096-P098; claim_boundary=claim metadata plus cached local Whisper transcription only,Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Add broader speech features only with explicit receipts.,cargo test --manifest-path src-tauri/Cargo.toml audio_metadata -- --nocapture && cargo test --manifest-path src-tauri/Cargo.toml whisper_transcript -- --nocapture && python3 validation/gloss_audio_transcription_gate.py --repo .,partial_p7_audio_transcription_verified,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F013,S2,broad_spec_feature,Finish broad-spec feature: feature 13,feature_name=TTS/audio overview; category=studio; current_status=missing; evidence=broad spec only; missing_work=Piper/ffmpeg design; rc_required=no; broad_required=yes; owner_module=studio/audio; dependencies=piper/ffmpeg; tests=tts fixture; receipts=AudioOverviewReceiptV1; phase=P099-P101; claim_boundary=blocked behind RC,Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Promote feature to active scope; implement or explicitly hard-block with user-visible unsupported state only when external dependency/license prevents safe implementation; add fixture and receipts.,Feature-specific unit/integration/UI tests plus broad_spec gate; receipt in docs/codex-runs/<RUN_ID>/FEATURE_RECEIPTS/,open_superpass,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F014,S2,broad_spec_feature,Finish broad-spec feature: feature 14,feature_name=BM25/FTS5 retrieval; category=retrieval; current_status=implemented_unproven; evidence=FTS/retrieval gates pass; missing_work=live receipt and citation proof; rc_required=yes; broad_required=yes; owner_module=retrieval/db; dependencies=rusqlite FTS5; tests=retrieval fixtures; receipts=RetrievalReceiptV1; phase=P020-P030; claim_boundary=safe after gate,Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Promote feature to active scope; implement or explicitly hard-block with user-visible unsupported state only when external dependency/license prevents safe implementation; add fixture and receipts.,Feature-specific unit/integration/UI tests plus broad_spec gate; receipt in docs/codex-runs/<RUN_ID>/FEATURE_RECEIPTS/,open_superpass,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F015,S2,broad_spec_feature,Finish broad-spec feature: feature 15,"feature_name=FastEmbed dense indexing; category=retrieval; current_status=implemented_unproven; evidence=FastEmbed native path exists; missing_work=indexed_chunks live proof; rc_required=yes; broad_required=yes; owner_module=ingestion/embed,state; dependencies=fastembed; tests=embedding fixture; receipts=DenseIndexingReceiptV1; phase=P010-P020; claim_boundary=no claim until indexed_chunks>0",Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Promote feature to active scope; implement or explicitly hard-block with user-visible unsupported state only when external dependency/license prevents safe implementation; add fixture and receipts.,Feature-specific unit/integration/UI tests plus broad_spec gate; receipt in docs/codex-runs/<RUN_ID>/FEATURE_RECEIPTS/,open_superpass,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F016,S2,broad_spec_feature,Finish broad-spec feature: feature 16,feature_name=HNSW/usearch; category=retrieval; current_status=implemented_unproven; evidence=usearch dep and index path exist; missing_work=persist/reload/search proof; rc_required=yes; broad_required=yes; owner_module=retrieval/vector; dependencies=usearch; tests=hnsw fixture; receipts=VectorIndexReceiptV1; phase=P020-P030; claim_boundary=requires live proof,Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Promote feature to active scope; implement or explicitly hard-block with user-visible unsupported state only when external dependency/license prevents safe implementation; add fixture and receipts.,Feature-specific unit/integration/UI tests plus broad_spec gate; receipt in docs/codex-runs/<RUN_ID>/FEATURE_RECEIPTS/,open_superpass,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F017,S2,broad_spec_feature,Finish broad-spec feature: feature 17,feature_name=Hybrid retrieval; category=retrieval; current_status=implemented_unproven; evidence=gloss_retrieval_gate passes; missing_work=answer evidence proof; rc_required=yes; broad_required=yes; owner_module=retrieval; dependencies=FTS+FastEmbed+usearch; tests=hybrid fixture; receipts=RetrievalReceiptV1; phase=P020-P030; claim_boundary=requires answer evidence,Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Promote feature to active scope; implement or explicitly hard-block with user-visible unsupported state only when external dependency/license prevents safe implementation; add fixture and receipts.,Feature-specific unit/integration/UI tests plus broad_spec gate; receipt in docs/codex-runs/<RUN_ID>/FEATURE_RECEIPTS/,open_superpass,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F018,S2,broad_spec_feature,Finish broad-spec feature: feature 18,feature_name=Citation anchors; category=retrieval; current_status=partial; evidence=evidence UI gate passes; missing_work=strict source span/citation proof; rc_required=yes; broad_required=yes; owner_module=retrieval/citations; dependencies=internal; tests=citation fixture; receipts=CitationReceiptV1; phase=P040-P046; claim_boundary=not broad claim without proof,Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Promote feature to active scope; implement or explicitly hard-block with user-visible unsupported state only when external dependency/license prevents safe implementation; add fixture and receipts.,Feature-specific unit/integration/UI tests plus broad_spec gate; receipt in docs/codex-runs/<RUN_ID>/FEATURE_RECEIPTS/,open_superpass,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F019,S2,broad_spec_feature,Finish broad-spec feature: feature 19,feature_name=semantic-memory runtime truth; category=semantic-memory; current_status=partial; evidence=hard spec requires it; not canonical; missing_work=create backend command/answer ref; rc_required=yes; broad_required=yes; owner_module=memory/settings/chat; dependencies=semantic-memory; tests=truth fixtures; receipts=SemanticMemoryRuntimeTruthV1; phase=P010-P015; claim_boundary=settings not proof,Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Promote feature to active scope; implement or explicitly hard-block with user-visible unsupported state only when external dependency/license prevents safe implementation; add fixture and receipts.,Feature-specific unit/integration/UI tests plus broad_spec gate; receipt in docs/codex-runs/<RUN_ID>/FEATURE_RECEIPTS/,open_superpass,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F020,S2,broad_spec_feature,Finish broad-spec feature: feature 20,feature_name=RetrievalCapabilityDecisionV1; category=semantic-memory; current_status=partial; evidence=type exists but dead/parallel; missing_work=make canonical; rc_required=yes; broad_required=yes; owner_module=memory/types/chat/ui; dependencies=internal; tests=decision fixture; receipts=RetrievalCapabilityDecisionV1; phase=P016-P020; claim_boundary=must drive UI,Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Promote feature to active scope; implement or explicitly hard-block with user-visible unsupported state only when external dependency/license prevents safe implementation; add fixture and receipts.,Feature-specific unit/integration/UI tests plus broad_spec gate; receipt in docs/codex-runs/<RUN_ID>/FEATURE_RECEIPTS/,open_superpass,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F021,S2,broad_spec_feature,Finish broad-spec feature: feature 21,feature_name=semantic-memory strict proof; category=semantic-memory; current_status=missing; evidence=live receipts negative; missing_work=strict no-fallback fixture; rc_required=yes; broad_required=yes; owner_module=memory/chat/sources; dependencies=semantic-memory; tests=strict fixture; receipts=SemanticMemoryProjectionReceiptV1; phase=P021-P029; claim_boundary=no claim until backend_used semantic,Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Promote feature to active scope; implement or explicitly hard-block with user-visible unsupported state only when external dependency/license prevents safe implementation; add fixture and receipts.,Feature-specific unit/integration/UI tests plus broad_spec gate; receipt in docs/codex-runs/<RUN_ID>/FEATURE_RECEIPTS/,open_superpass,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F022,S2,broad_spec_feature,Finish broad-spec feature: feature 22,"feature_name=TurboQuant contribution; category=turboquant; current_status=implemented_unproven; evidence=compiled/static, live exact missing; missing_work=artifact digest + exact rerank; rc_required=yes; broad_required=yes; owner_module=memory/semantic_memory_adapter; dependencies=turbo-quant; tests=tq fixture; receipts=TurboQuantRuntimeReceiptV1; phase=P030-P036; claim_boundary=claim demote if not proven",Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Promote feature to active scope; implement or explicitly hard-block with user-visible unsupported state only when external dependency/license prevents safe implementation; add fixture and receipts.,Feature-specific unit/integration/UI tests plus broad_spec gate; receipt in docs/codex-runs/<RUN_ID>/FEATURE_RECEIPTS/,open_superpass,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F023,S2,broad_spec_feature,Finish broad-spec feature: feature 23,feature_name=Provider settings; category=providers; current_status=partial; evidence=provider config exists; missing_work=decoding settings/capability matrix; rc_required=yes; broad_required=yes; owner_module=providers/settings; dependencies=Ollama/OpenAI/Anthropic; tests=settings tests; receipts=DecodingSettingsReceiptV1; phase=P006-P012; claim_boundary=provider-aware only,Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Promote feature to active scope; implement or explicitly hard-block with user-visible unsupported state only when external dependency/license prevents safe implementation; add fixture and receipts.,Feature-specific unit/integration/UI tests plus broad_spec gate; receipt in docs/codex-runs/<RUN_ID>/FEATURE_RECEIPTS/,open_superpass,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F024,S2,broad_spec_feature,Finish broad-spec feature: feature 24,feature_name=Temperature setting; category=providers; current_status=partial; evidence=hardcoded 0.7 in chat path; missing_work=move to settings/effective receipt; rc_required=yes; broad_required=yes; owner_module=chat/providers/settings; dependencies=internal; tests=temp tests; receipts=DecodingSettingsReceiptV1; phase=P006-P012; claim_boundary=must display per answer,Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Promote feature to active scope; implement or explicitly hard-block with user-visible unsupported state only when external dependency/license prevents safe implementation; add fixture and receipts.,Feature-specific unit/integration/UI tests plus broad_spec gate; receipt in docs/codex-runs/<RUN_ID>/FEATURE_RECEIPTS/,open_superpass,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F025,S2,broad_spec_feature,Finish broad-spec feature: feature 25,feature_name=top_k/top_p/min_p/etc settings; category=providers; current_status=missing; evidence=ChatRequest lacks fields; missing_work=add provider-specific capability map; rc_required=yes; broad_required=yes; owner_module=providers/settings/ui; dependencies=Ollama options; tests=provider tests; receipts=DecodingSettingsReceiptV1; phase=P006-P012; claim_boundary=unsupported fields explicit,Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Promote feature to active scope; implement or explicitly hard-block with user-visible unsupported state only when external dependency/license prevents safe implementation; add fixture and receipts.,Feature-specific unit/integration/UI tests plus broad_spec gate; receipt in docs/codex-runs/<RUN_ID>/FEATURE_RECEIPTS/,open_superpass,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F026,S2,broad_spec_feature,Finish broad-spec feature: feature 26,feature_name=GenerationReceiptV1; category=receipts; current_status=partial; evidence=all-in-one pack has schema; current app incomplete; missing_work=persist/attach sample; rc_required=yes; broad_required=yes; owner_module=chat/db/ui; dependencies=internal; tests=receipt tests; receipts=GenerationReceiptV1; phase=P013-P018; claim_boundary=no fake capture,Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Promote feature to active scope; implement or explicitly hard-block with user-visible unsupported state only when external dependency/license prevents safe implementation; add fixture and receipts.,Feature-specific unit/integration/UI tests plus broad_spec gate; receipt in docs/codex-runs/<RUN_ID>/FEATURE_RECEIPTS/,open_superpass,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F027,S2,broad_spec_feature,Finish broad-spec feature: feature 27,feature_name=PromptReceiptV1; category=receipts; current_status=partial; evidence=all-in-one pack has schema; current app incomplete; missing_work=capture hash/redaction states; rc_required=yes; broad_required=yes; owner_module=chat/context/ui; dependencies=internal; tests=prompt tests; receipts=PromptReceiptV1; phase=P013-P018; claim_boundary=redact honestly,Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Promote feature to active scope; implement or explicitly hard-block with user-visible unsupported state only when external dependency/license prevents safe implementation; add fixture and receipts.,Feature-specific unit/integration/UI tests plus broad_spec gate; receipt in docs/codex-runs/<RUN_ID>/FEATURE_RECEIPTS/,open_superpass,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F028,S2,broad_spec_feature,Finish broad-spec feature: feature 28,"feature_name=Timeout + partial continuation; category=generation; current_status=partial; evidence=streaming exists; timeout issues observed; missing_work=40% timeout increase, partial persistence; rc_required=yes; broad_required=yes; owner_module=chat/store/ui; dependencies=internal; tests=timeout tests; receipts=TimeoutChangeReceiptV1; phase=P019-P024; claim_boundary=partial output preserved",Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Promote feature to active scope; implement or explicitly hard-block with user-visible unsupported state only when external dependency/license prevents safe implementation; add fixture and receipts.,Feature-specific unit/integration/UI tests plus broad_spec gate; receipt in docs/codex-runs/<RUN_ID>/FEATURE_RECEIPTS/,open_superpass,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F029,S2,broad_spec_feature,Finish broad-spec feature: feature 29,feature_name=Inspector Dock; category=ui; current_status=partial; evidence=plan update promotes it; missing_work=minimal tabs implementation; rc_required=yes; broad_required=yes; owner_module=src/components; dependencies=React/Zustand; tests=ui tests; receipts=InspectorDockReceiptV1; phase=P040-P048; claim_boundary=right panel truth surface,Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Promote feature to active scope; implement or explicitly hard-block with user-visible unsupported state only when external dependency/license prevents safe implementation; add fixture and receipts.,Feature-specific unit/integration/UI tests plus broad_spec gate; receipt in docs/codex-runs/<RUN_ID>/FEATURE_RECEIPTS/,open_superpass,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F030,S2,broad_spec_feature,Finish broad-spec feature: feature 30,feature_name=Notes preservation; category=ui; current_status=implemented_unproven; evidence=notes panel exists; missing_work=no regression under dock; rc_required=yes; broad_required=yes; owner_module=notes components/store; dependencies=React/Zustand; tests=notes tests; receipts=UIPreservationReceiptV1; phase=P040-P048; claim_boundary=must not break notes,Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Promote feature to active scope; implement or explicitly hard-block with user-visible unsupported state only when external dependency/license prevents safe implementation; add fixture and receipts.,Feature-specific unit/integration/UI tests plus broad_spec gate; receipt in docs/codex-runs/<RUN_ID>/FEATURE_RECEIPTS/,open_superpass,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F031,S2,broad_spec_feature,Finish broad-spec feature: feature 31,feature_name=Source health dashboard; category=ui; current_status=partial; evidence=status shown but fragmented; missing_work=backend truth + source health tab; rc_required=yes; broad_required=yes; owner_module=sources/statusbar/ui; dependencies=internal; tests=source health tests; receipts=SourceHealthReceiptV1; phase=P049-P054; claim_boundary=no local guesses,Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Promote feature to active scope; implement or explicitly hard-block with user-visible unsupported state only when external dependency/license prevents safe implementation; add fixture and receipts.,Feature-specific unit/integration/UI tests plus broad_spec gate; receipt in docs/codex-runs/<RUN_ID>/FEATURE_RECEIPTS/,open_superpass,06_FEATURE_COMPLETION_MATRIX.csv
SPEC-F032,S2,broad_spec_feature,Finish broad-spec feature: feature 32,feature_name=Queue truth; category=jobs; current_status=partial; evidence=queue status exists but pending/running confusion; missing_work=split pending/processing; rc_required=yes; broad_required=yes; owner_module=jobs/statusbar; dependencies=tauri-queue; tests=queue tests; receipts=QueueStatusReceiptV1; phase=P055-P059; claim_boundary=lag diagnosis,Previous pass treated broad features as deferred/non-goals or only implemented unproven partials.,Promote feature to active scope; implement or explicitly hard-block with user-visible unsupported state only when external dependency/license prevents safe implementation; add fixture and receipts.,Feature-specific unit/integration/UI tests plus broad_spec gate; receipt in docs/codex-runs/<RUN_ID>/FEATURE_RECEIPTS/,open_superpass,06_FEATURE_COMPLETION_MATRIX.csv
